School ID, School Name, Network, Governance, School Type, Community Area, Total, White, African American, Native American or Alaskan, Hispanic, Multi-Racial, Asian, Hawaiian or Pacific Islander
609772, ADDAMS, ISP, District, Traditional, EAST SIDE, 553, 18, 18, 0, 517, 0, 0, 0
610513, AIR FORCE HS, Network 16, District, Traditional, ARMOUR SQUARE, 142, 7, 79, 0, 54, 0, 1, 1
610212, ALBANY PARK, Network 1, District, Traditional, ALBANY PARK, 221, 12, 11, 2, 186, 1, 9, 0
609774, ALCOTT ES, Network 4, District, Traditional, LINCOLN PARK, 602, 351, 32, 2, 91, 48, 77, 1
610524, ALCOTT HS, Network 15, District, Traditional, NORTH CENTER, 346, 46, 59, 4, 228, 4, 4, 1
609848, ALDRIDGE, Network 13, District, Traditional, RIVERDALE, 234, 0, 226, 0, 8, 0, 0, 0
609695, AMUNDSEN HS, ISP, District, Traditional, LINCOLN SQUARE, 1497, 546, 116, 6, 649, 70, 106, 4
609951, ARIEL, Network 9, District, Traditional, KENWOOD, 354, 1, 342, 0, 9, 2, 0, 0
609777, ARMOUR, ISP, District, Traditional, BRIDGEPORT, 248, 21, 29, 1, 178, 8, 10, 1
609779, ARMSTRONG G, ISP, District, Traditional, WEST RIDGE, 1258, 112, 350, 7, 473, 35, 281, 0
610287, ASHBURN, Network 10, District, Traditional, ASHBURN, 350, 3, 281, 1, 63, 1, 1, 0
610268, ASHE, Network 12, District, Traditional, CHATHAM, 355, 0, 347, 0, 3, 1, 1, 1
609782, AUDUBON, Network 4, District, Traditional, NORTH CENTER, 574, 389, 9, 0, 101, 46, 28, 0
610518, AUSTIN CCA HS, Network 15, District, Traditional, AUSTIN, 167, 2, 157, 0, 8, 0, 0, 0
609786, AVALON PARK, Network 12, District, Traditional, AVALON PARK, 226, 0, 223, 0, 2, 1, 0, 0
610325, AVONDALE-LOGANDALE, Network 4, District, Traditional, AVONDALE, 509, 5, 36, 1, 452, 7, 5, 3
610544, AZUELA, ISP, District, Traditional, WEST LAWN, 709, 7, 8, 4, 687, 2, 1, 0
610563, BACK OF THE YARDS HS, ISP, District, Traditional, NEW CITY, 1004, 5, 17, 5, 961, 0, 16, 0
609788, BARNARD, Network 10, District, Traditional, BEVERLY, 263, 7, 240, 0, 9, 6, 1, 0
609789, BARRY, Network 4, District, Traditional, HERMOSA, 440, 8, 16, 3, 411, 0, 2, 0
609790, BARTON, Network 11, District, Traditional, AUBURN GRESHAM, 384, 1, 349, 0, 32, 2, 0, 0
609791, BASS, Network 11, District, Traditional, ENGLEWOOD, 347, 1, 331, 0, 14, 0, 0, 0
609792, BATEMAN, Network 1, District, Traditional, IRVING PARK, 891, 170, 19, 4, 637, 21, 38, 2
610083, BEARD, Network 1, District, Specialty, NORWOOD PARK, 249, 96, 17, 0, 109, 8, 18, 1
610246, BEASLEY, Network 9, District, Traditional, WASHINGTON PARK, 1064, 0, 1030, 2, 16, 4, 0, 2
609796, BEAUBIEN, Network 1, District, Traditional, JEFFERSON PARK, 960, 350, 35, 0, 332, 64, 166, 6
610237, BEETHOVEN, Network 9, District, Traditional, GRAND BOULEVARD, 264, 0, 256, 2, 5, 1, 0, 0
609797, BEIDLER, Network 5, District, Traditional, EAST GARFIELD PARK, 260, 0, 248, 0, 12, 0, 0, 0
609798, BELDING, Network 1, District, Traditional, IRVING PARK, 550, 271, 30, 5, 194, 20, 27, 3
609799, BELL, Network 4, District, Traditional, NORTH CENTER, 885, 490, 18, 0, 159, 101, 113, 3
609922, BELMONT-CRAGIN, Network 3, District, Traditional, BELMONT CRAGIN, 491, 5, 8, 2, 471, 0, 3, 0
609800, BENNETT, Network 13, District, Traditional, ROSELAND, 267, 0, 262, 0, 2, 2, 0, 1
610350, BLACK, Network 12, District, Traditional, CALUMET HEIGHTS, 399, 0, 389, 0, 8, 2, 0, 0
609803, BLAINE, Network 4, District, Traditional, LAKE VIEW, 634, 421, 19, 0, 98, 56, 38, 2
610087, BLAIR, Network 10, District, Specialty, CLEARING, 228, 39, 16, 0, 170, 1, 1, 1
609698, BOGAN HS, Network 16, District, Traditional, ASHBURN, 641, 7, 369, 1, 259, 4, 0, 1
610238, BOND, Network 11, District, Traditional, ENGLEWOOD, 226, 0, 214, 0, 12, 0, 0, 0
609804, BOONE, Network 2, District, Traditional, WEST RIDGE, 714, 92, 73, 4, 289, 10, 246, 0
609815, BOUCHET, Network 12, District, Traditional, SOUTH SHORE, 597, 2, 578, 2, 12, 1, 0, 0
610323, BOWEN HS, Network 17, District, Traditional, SOUTH CHICAGO, 197, 5, 148, 0, 41, 3, 0, 0
609806, BRADWELL, Network 12, District, Traditional, SOUTH SHORE, 420, 0, 408, 0, 9, 3, 0, 0
610242, BRENNEMANN, Network 2, District, Traditional, UPTOWN, 434, 30, 236, 4, 107, 13, 17, 0
609809, BRENTANO, Network 4, District, Traditional, LOGAN SQUARE, 691, 247, 34, 1, 347, 49, 10, 2
609810, BRIDGE, Network 1, District, Traditional, DUNNING, 1085, 381, 22, 2, 609, 21, 48, 2
609811, BRIGHT, Network 13, District, Traditional, SOUTH DEERING, 228, 3, 154, 0, 71, 0, 0, 0
610317, BRIGHTON PARK, Network 8, District, Traditional, BRIGHTON PARK, 277, 8, 3, 2, 259, 1, 4, 0
610590, BRONZEVILLE CLASSICAL, Network 9, District, Traditional, GRAND BOULEVARD, 395, 21, 291, 1, 21, 28, 33, 0
610381, BRONZEVILLE HS, Network 17, District, Traditional, GRAND BOULEVARD, 73, 1, 67, 0, 4, 0, 0, 1
609726, BROOKS HS, ISP, District, Traditional, ROSELAND, 977, 10, 770, 1, 180, 7, 2, 2
610091, BROWN R, Network 13, District, Traditional, WEST PULLMAN, 292, 0, 289, 1, 1, 0, 0, 0
609812, BROWN W, Network 6, District, Traditional, NEAR WEST SIDE, 209, 2, 192, 0, 13, 1, 1, 0
609813, BROWNELL, Network 12, District, Traditional, GREATER GRAND CROSSING, 135, 1, 131, 0, 1, 2, 0, 0
609830, BRUNSON, Network 3, District, Traditional, AUSTIN, 420, 2, 356, 2, 58, 1, 0, 1
609817, BUDLONG, ISP, District, Traditional, LINCOLN SQUARE, 675, 223, 40, 5, 264, 27, 112, 0
609818, BURBANK, Network 3, District, Traditional, BELMONT CRAGIN, 698, 13, 34, 4, 641, 2, 4, 0
609819, BURKE, Network 9, District, Traditional, WASHINGTON PARK, 280, 4, 261, 0, 10, 5, 0, 0
609820, BURLEY, ISP, District, Traditional, LAKE VIEW, 493, 312, 7, 0, 82, 31, 61, 0
609821, BURNHAM, Network 13, District, Traditional, SOUTH DEERING, 429, 1, 408, 1, 17, 2, 0, 0
609827, BURNSIDE, Network 12, District, Traditional, CHATHAM, 308, 0, 301, 0, 5, 1, 0, 0
609828, BURR, Network 6, District, Traditional, WEST TOWN, 479, 194, 43, 1, 168, 46, 27, 0
609829, BURROUGHS, Network 8, District, Traditional, BRIGHTON PARK, 320, 9, 11, 0, 293, 0, 7, 0
609832, BYRNE, Network 10, District, Traditional, GARFIELD RIDGE, 614, 162, 19, 2, 425, 5, 0, 1
609833, CALDWELL, ISP, District, Traditional, AVALON PARK, 205, 0, 205, 0, 0, 0, 0, 0
610353, CALMECA, Network 8, District, Traditional, BRIGHTON PARK, 614, 4, 7, 1, 600, 0, 2, 0
609835, CAMERON, Network 5, District, Traditional, HUMBOLDT PARK, 565, 3, 135, 1, 422, 3, 1, 0
610539, CAMRAS, ISP, District, Traditional, BELMONT CRAGIN, 775, 37, 13, 1, 703, 7, 12, 2
609836, CANTY, Network 1, District, Traditional, DUNNING, 797, 334, 17, 2, 406, 12, 23, 0
610024, CARDENAS, ISP, District, Traditional, SOUTH LAWNDALE, 818, 6, 25, 0, 784, 2, 1, 0
609837, CARNEGIE, Network 9, District, Traditional, WOODLAWN, 439, 3, 423, 0, 8, 3, 2, 0
609839, CARROLL, Network 10, District, Traditional, ASHBURN, 417, 7, 345, 1, 61, 3, 0, 0
609842, CARSON, ISP, District, Traditional, GAGE PARK, 791, 2, 22, 2, 762, 2, 1, 0
609844, CARTER, Network 9, District, Traditional, WASHINGTON PARK, 295, 0, 278, 0, 8, 9, 0, 0
609845, CARVER G, Network 13, District, Traditional, RIVERDALE, 461, 0, 454, 0, 7, 0, 0, 0
609760, CARVER MILITARY HS, Network 17, District, Traditional, RIVERDALE, 412, 3, 170, 0, 236, 3, 0, 0
610021, CASALS, Network 5, District, Traditional, HUMBOLDT PARK, 349, 7, 117, 0, 223, 1, 0, 1
609849, CASSELL, ISP, District, Traditional, MOUNT GREENWOOD, 351, 234, 23, 1, 82, 8, 3, 0
610251, CATHER, Network 5, District, Traditional, EAST GARFIELD PARK, 340, 0, 323, 1, 15, 1, 0, 0
609851, CHALMERS, Network 5, District, Traditional, NORTH LAWNDALE, 218, 2, 204, 0, 10, 2, 0, 0
609852, CHAPPELL, Network 2, District, Traditional, LINCOLN SQUARE, 541, 226, 33, 2, 218, 36, 26, 0
609853, CHASE, Network 4, District, Traditional, LOGAN SQUARE, 376, 64, 37, 0, 255, 5, 6, 0
610148, CHAVEZ, ISP, District, Traditional, NEW CITY, 823, 2, 13, 3, 804, 0, 1, 0
610248, CHICAGO ACADEMY ES, AUSL, District, Traditional, DUNNING, 565, 108, 18, 1, 413, 8, 15, 2
610340, CHICAGO ACADEMY HS, AUSL, District, Traditional, DUNNING, 552, 83, 30, 2, 418, 5, 13, 1
609753, CHICAGO AGRICULTURE HS, ISP, District, Traditional, MOUNT GREENWOOD, 791, 204, 401, 0, 171, 8, 4, 3
609754, CHICAGO MILITARY HS, Network 17, District, Traditional, DOUGLAS, 228, 4, 142, 2, 76, 1, 0, 0
609674, CHICAGO VOCATIONAL HS, Network 17, District, Traditional, AVALON PARK, 626, 2, 605, 0, 16, 1, 0, 0
610060, Chicago World Language Academy, Network 6, District, Traditional, NEAR WEST SIDE, 454, 52, 145, 1, 143, 23, 90, 0
609854, CHOPIN, Network 5, District, Traditional, WEST TOWN, 267, 19, 83, 1, 161, 3, 0, 0
609855, CHRISTOPHER, Network 8, District, Traditional, GAGE PARK, 331, 10, 41, 0, 279, 0, 0, 1
610347, CLAREMONT, Network 10, District, Traditional, CHICAGO LAWN, 340, 2, 261, 0, 74, 1, 0, 2
609795, CLARK ES, ISP, District, Traditional, AUSTIN, 146, 7, 76, 0, 55, 1, 5, 2
610244, CLARK HS, ISP, District, Traditional, AUSTIN, 460, 0, 448, 1, 10, 1, 0, 0
609856, CLAY, Network 13, District, Traditional, HEGEWISCH, 539, 33, 99, 0, 391, 14, 1, 0
609759, CLEMENTE HS, Network 15, District, Traditional, WEST TOWN, 594, 19, 204, 4, 358, 3, 4, 2
609857, CLEVELAND, Network 1, District, Traditional, IRVING PARK, 462, 49, 14, 4, 366, 11, 18, 0
609859, CLINTON, ISP, District, Traditional, WEST RIDGE, 1006, 125, 146, 12, 271, 6, 446, 0
609861, CLISSOLD, Network 10, District, Traditional, MORGAN PARK, 391, 60, 285, 1, 36, 7, 2, 0
610199, COLEMON, Network 13, District, Traditional, WEST PULLMAN, 193, 0, 181, 0, 12, 0, 0, 0
609862, COLES, Network 12, District, Traditional, SOUTH CHICAGO, 263, 0, 250, 0, 12, 1, 0, 0
610499, COLLINS HS, AUSL, District, Traditional, NORTH LAWNDALE, 223, 1, 212, 0, 10, 0, 0, 0
610170, COLUMBIA EXPLORERS, ISP, District, Traditional, BRIGHTON PARK, 748, 5, 6, 1, 732, 1, 3, 0
609863, COLUMBUS, ISP, District, Traditional, WEST TOWN, 278, 174, 28, 0, 65, 5, 6, 0
609864, COOK, Network 11, District, Traditional, AUBURN GRESHAM, 318, 0, 297, 0, 19, 2, 0, 0
609866, COONLEY, Network 2, District, Traditional, NORTH CENTER, 791, 538, 13, 0, 127, 77, 34, 2
609867, COOPER, Network 7, District, Traditional, LOWER WEST SIDE, 408, 0, 9, 0, 397, 0, 2, 0
609870, CORKERY, ISP, District, Traditional, SOUTH LAWNDALE, 430, 6, 64, 1, 355, 0, 2, 2
609761, CORLISS HS, Network 17, District, Traditional, PULLMAN, 300, 1, 285, 0, 12, 2, 0, 0
610355, COURTENAY, Network 2, District, Traditional, UPTOWN, 211, 15, 112, 0, 70, 5, 9, 0
610561, CRANE MEDICAL HS, Network 15, District, Traditional, NEAR WEST SIDE, 313, 2, 267, 0, 41, 2, 0, 1
609873, CROWN, Network 5, District, Traditional, NORTH LAWNDALE, 125, 0, 113, 0, 11, 1, 0, 0
610003, CUFFE, Network 11, District, Traditional, AUBURN GRESHAM, 228, 0, 225, 0, 3, 0, 0, 0
610004, CULLEN, Network 13, District, Traditional, ROSELAND, 164, 1, 158, 0, 2, 1, 0, 0
609756, CURIE HS, Network 15, District, Traditional, ARCHER HEIGHTS, 2935, 32, 295, 10, 2532, 1, 63, 2
609900, CURTIS, Network 13, District, Traditional, ROSELAND, 376, 3, 352, 1, 19, 1, 0, 0
610239, DALEY, Network 8, District, Traditional, NEW CITY, 488, 3, 44, 1, 440, 0, 0, 0
609875, DARWIN, Network 4, District, Traditional, LOGAN SQUARE, 504, 45, 39, 2, 405, 6, 6, 1
610521, DAVIS M, ISP, District, Traditional, WEST ENGLEWOOD, 133, 0, 113, 0, 19, 1, 0, 0
609876, DAVIS N, Network 8, District, Traditional, BRIGHTON PARK, 515, 11, 10, 1, 487, 0, 5, 0
609879, DAWES, Network 10, District, Traditional, ASHBURN, 985, 10, 145, 2, 821, 5, 0, 1
610313, DE DIEGO, Network 5, District, Traditional, WEST TOWN, 420, 16, 108, 0, 285, 8, 3, 0
609880, DECATUR, Network 2, District, Traditional, WEST RIDGE, 323, 146, 14, 1, 45, 27, 90, 0
609883, DENEEN, Network 12, District, Traditional, GREATER GRAND CROSSING, 465, 0, 458, 0, 7, 0, 0, 0
610367, DEPRIEST, Network 3, District, Traditional, AUSTIN, 465, 2, 437, 0, 21, 5, 0, 0
610252, DETT, Network 6, District, Traditional, NEAR WEST SIDE, 247, 0, 223, 1, 21, 2, 0, 0
609884, DEVER, Network 1, District, Traditional, DUNNING, 734, 218, 12, 0, 442, 11, 17, 3
610402, DEVRY HS, Network 14, District, Traditional, LINCOLN SQUARE, 134, 18, 29, 0, 76, 1, 8, 2
609885, DEWEY, Network 8, District, Traditional, NEW CITY, 242, 2, 215, 0, 25, 0, 0, 0
609874, DIRKSEN, Network 1, District, Traditional, OHARE, 1047, 688, 31, 3, 142, 9, 173, 1
610363, DISNEY, Network 2, District, Traditional, UPTOWN, 1461, 209, 738, 8, 302, 63, 139, 2
610515, DISNEY II ES, Network 14, District, Traditional, IRVING PARK, 434, 172, 33, 2, 179, 20, 28, 0
610564, DISNEY II HS, Network 14, District, Traditional, IRVING PARK, 752, 124, 164, 5, 418, 9, 30, 0
609887, DIXON, Network 12, District, Traditional, CHATHAM, 464, 1, 452, 0, 11, 0, 0, 0
609891, DOOLITTLE, Network 9, District, Traditional, DOUGLAS, 260, 0, 260, 0, 0, 0, 0, 0
609893, DORE, Network 10, District, Traditional, CLEARING, 720, 149, 19, 0, 536, 5, 8, 3
610245, DOUGLASS HS, Network 15, District, Traditional, AUSTIN, 34, 0, 33, 0, 1, 0, 0, 0
609894, DRAKE, Network 9, District, Traditional, DOUGLAS, 243, 1, 231, 0, 10, 0, 1, 0
609896, DRUMMOND, Network 6, District, Traditional, LOGAN SQUARE, 305, 146, 22, 0, 78, 40, 19, 0
610364, DUBOIS, Network 13, District, Traditional, RIVERDALE, 202, 1, 193, 0, 8, 0, 0, 0
610263, DULLES, Network 9, District, Traditional, GREATER GRAND CROSSING, 668, 1, 644, 0, 15, 2, 1, 0
609676, DUNBAR HS, Network 17, District, Traditional, DOUGLAS, 459, 0, 439, 1, 16, 1, 0, 0
610188, DUNNE, Network 13, District, Traditional, ROSELAND, 206, 0, 204, 0, 1, 1, 0, 0
610352, DURKIN PARK, Network 10, District, Traditional, ASHBURN, 664, 25, 74, 1, 555, 7, 0, 2
610254, DVORAK, Network 7, District, Traditional, NORTH LAWNDALE, 273, 0, 256, 0, 12, 4, 1, 0
610587, DYETT ARTS HS, Network 17, District, Traditional, WASHINGTON PARK, 520, 2, 508, 0, 8, 2, 0, 0
610316, EARHART, Network 12, District, Traditional, CALUMET HEIGHTS, 193, 0, 182, 0, 9, 2, 0, 0
609897, EARLE, Network 11, District, Traditional, WEST ENGLEWOOD, 251, 1, 214, 0, 34, 2, 0, 0
609898, EBERHART, Network 10, District, Traditional, CHICAGO LAWN, 1028, 8, 34, 3, 981, 2, 0, 0
609899, EBINGER, Network 1, District, Traditional, EDISON PARK, 729, 593, 7, 1, 88, 12, 27, 1
609901, EDGEBROOK, Network 1, District, Traditional, FOREST GLEN, 455, 262, 5, 0, 89, 42, 57, 0
609794, EDISON, Network 1, District, Traditional, ALBANY PARK, 263, 149, 9, 1, 29, 31, 44, 0
610523, EDISON PARK, Network 1, District, Traditional, NORWOOD PARK, 413, 284, 4, 0, 98, 8, 19, 0
609903, EDWARDS, Network 8, District, Traditional, ARCHER HEIGHTS, 1250, 24, 17, 3, 1191, 2, 7, 1
609904, ELLINGTON, Network 3, District, Traditional, AUSTIN, 435, 1, 418, 2, 14, 0, 0, 0
610592, ENGLEWOOD STEM HS, Network 16, District, Traditional, ENGLEWOOD, 778, 2, 701, 0, 71, 3, 1, 0
609907, ERICSON, Network 5, District, Traditional, EAST GARFIELD PARK, 367, 1, 363, 0, 3, 0, 0, 0
609908, ESMOND, Network 10, District, Traditional, MORGAN PARK, 247, 1, 240, 0, 6, 0, 0, 0
609909, EVERETT, ISP, District, Traditional, MCKINLEY PARK, 118, 6, 2, 0, 97, 4, 9, 0
610319, EVERGREEN, Network 8, District, Traditional, MCKINLEY PARK, 201, 6, 9, 1, 178, 2, 5, 0
610362, EVERS, Network 11, District, Traditional, WASHINGTON HEIGHTS, 212, 1, 204, 0, 6, 1, 0, 0
610057, FAIRFIELD, Network 10, District, Traditional, CHICAGO LAWN, 469, 0, 87, 0, 381, 1, 0, 0
609910, FALCONER, Network 3, District, Traditional, BELMONT CRAGIN, 884, 25, 13, 1, 833, 3, 9, 0
610055, FARADAY, Network 5, District, Traditional, EAST GARFIELD PARK, 160, 0, 157, 0, 3, 0, 0, 0
609912, FARNSWORTH, Network 1, District, Traditional, JEFFERSON PARK, 473, 168, 16, 1, 207, 12, 69, 0
609704, FARRAGUT HS, Network 16, District, Traditional, SOUTH LAWNDALE, 445, 5, 55, 1, 383, 0, 1, 0
609705, FENGER HS, Network 17, District, Traditional, ROSELAND, 230, 0, 221, 0, 9, 0, 0, 0
609917, FERNWOOD, Network 13, District, Traditional, WASHINGTON HEIGHTS, 265, 0, 259, 0, 5, 1, 0, 0
609918, FIELD, Network 2, District, Traditional, ROGERS PARK, 150, 8, 62, 0, 72, 6, 1, 1
609967, FINKL, Network 7, District, Traditional, LOWER WEST SIDE, 208, 9, 33, 0, 165, 0, 0, 1
609919, FISKE, Network 9, District, Traditional, WOODLAWN, 338, 1, 317, 0, 16, 3, 1, 0
609708, FOREMAN HS, Network 14, District, Traditional, PORTAGE PARK, 571, 24, 94, 1, 447, 1, 3, 1
609924, FORT DEARBORN, Network 11, District, Traditional, WASHINGTON HEIGHTS, 328, 0, 317, 0, 9, 2, 0, 0
609927, FOSTER PARK, Network 11, District, Traditional, AUBURN GRESHAM, 294, 0, 282, 0, 8, 1, 0, 0
609926, FRANKLIN, Network 4, District, Traditional, NEAR NORTH SIDE, 368, 94, 192, 0, 50, 17, 15, 0
610503, FRAZIER PROSPECTIVE, ISP, District, Traditional, NORTH LAWNDALE, 131, 0, 125, 0, 6, 0, 0, 0
609928, FULLER, Network 9, District, Traditional, GRAND BOULEVARD, 311, 0, 302, 1, 5, 2, 0, 0
609929, FULTON, Network 8, District, Traditional, NEW CITY, 293, 1, 90, 2, 198, 1, 0, 1
609930, FUNSTON, Network 4, District, Traditional, LOGAN SQUARE, 414, 7, 33, 0, 371, 2, 0, 0
609709, GAGE PARK HS, Network 16, District, Traditional, GAGE PARK, 338, 3, 109, 0, 223, 2, 0, 1
609933, GALE, Network 2, District, Traditional, ROGERS PARK, 215, 11, 145, 0, 46, 6, 7, 0
610009, GALILEO, Network 6, District, Traditional, NEAR WEST SIDE, 541, 55, 137, 0, 307, 22, 19, 1
609935, GALLISTEL, Network 13, District, Traditional, EAST SIDE, 622, 6, 43, 3, 570, 0, 0, 0
610128, GARVEY, Network 13, District, Traditional, WASHINGTON HEIGHTS, 235, 0, 232, 0, 2, 1, 0, 0
609937, GARVY, Network 1, District, Traditional, NORWOOD PARK, 737, 369, 8, 3, 267, 20, 57, 12
609938, GARY, Network 7, District, Traditional, SOUTH LAWNDALE, 755, 3, 1, 3, 746, 0, 2, 0
609939, GILLESPIE, Network 12, District, Traditional, ROSELAND, 377, 1, 363, 0, 13, 0, 0, 0
609942, GOETHE, Network 4, District, Traditional, LOGAN SQUARE, 707, 155, 35, 8, 462, 23, 15, 0
610558, GOODE HS, Network 16, District, Traditional, ASHBURN, 974, 3, 316, 0, 653, 1, 0, 1
609945, GOUDY, Network 2, District, Traditional, UPTOWN, 561, 37, 180, 2, 142, 22, 168, 1
609947, GRAHAM ES, Network 6, District, Traditional, NEW CITY, 332, 89, 86, 0, 155, 1, 1, 0
609769, GRAHAM HS, Network 14, District, Specialty, NEAR SOUTH SIDE, 239, 8, 89, 3, 127, 2, 9, 1
609949, GRAY, Network 1, District, Traditional, PORTAGE PARK, 998, 85, 29, 6, 831, 15, 16, 0
609850, GREELEY, Network 4, District, Traditional, LAKE VIEW, 315, 20, 69, 0, 205, 8, 13, 0
610032, GREEN, Network 11, District, Traditional, WASHINGTON HEIGHTS, 300, 0, 289, 0, 4, 2, 0, 0
609952, GREENE, Network 8, District, Traditional, MCKINLEY PARK, 305, 12, 8, 0, 263, 2, 18, 1
609954, GREGORY, Network 5, District, Traditional, EAST GARFIELD PARK, 280, 0, 271, 0, 8, 1, 0, 0
609955, GRESHAM, Network 11, District, Traditional, AUBURN GRESHAM, 329, 0, 322, 0, 6, 1, 0, 0
609956, GRIMES, Network 10, District, Traditional, CLEARING, 387, 29, 10, 0, 347, 1, 0, 0
609944, GRISSOM, Network 13, District, Traditional, HEGEWISCH, 296, 27, 38, 0, 229, 1, 1, 0
609958, GUNSAULUS, ISP, District, Traditional, BRIGHTON PARK, 658, 10, 14, 0, 609, 4, 18, 0
609959, HAINES, Network 6, District, Traditional, ARMOUR SQUARE, 527, 2, 66, 1, 18, 1, 439, 0
609960, HALE, Network 10, District, Traditional, CLEARING, 797, 119, 29, 2, 635, 2, 7, 3
609808, HALEY, Network 13, District, Traditional, ROSELAND, 439, 1, 416, 0, 21, 0, 0, 1
609963, HAMILTON, Network 4, District, Traditional, LAKE VIEW, 443, 325, 13, 0, 56, 33, 16, 0
609964, HAMLINE, Network 8, District, Traditional, NEW CITY, 532, 6, 41, 1, 481, 2, 1, 0
609966, HAMMOND, Network 7, District, Traditional, SOUTH LAWNDALE, 232, 2, 30, 0, 196, 4, 0, 0
609807, HAMPTON, Network 10, District, Traditional, ASHBURN, 474, 5, 222, 4, 239, 1, 0, 0
609694, HANCOCK HS, Network 15, District, Traditional, CLEARING, 1004, 63, 10, 3, 907, 2, 8, 1
610068, HANSON PARK, Network 3, District, Traditional, BELMONT CRAGIN, 1149, 16, 33, 6, 1090, 2, 1, 1
609710, HARLAN HS, Network 17, District, Traditional, ROSELAND, 259, 0, 253, 0, 4, 2, 0, 0
609969, HARTE, Network 9, District, Traditional, HYDE PARK, 329, 11, 290, 0, 17, 7, 3, 1
609971, HARVARD, Network 11, District, Traditional, GREATER GRAND CROSSING, 349, 0, 341, 0, 6, 0, 0, 0
609972, HAUGAN, ISP, District, Traditional, ALBANY PARK, 878, 51, 32, 3, 741, 7, 43, 0
609974, HAWTHORNE, Network 4, District, Traditional, LAKE VIEW, 606, 310, 34, 2, 128, 46, 80, 2
609975, HAY, Network 3, District, Traditional, AUSTIN, 266, 1, 217, 0, 45, 1, 2, 0
609976, HAYT, Network 2, District, Traditional, EDGEWATER, 879, 82, 173, 10, 372, 23, 216, 2
609979, HEALY, Network 6, District, Traditional, BRIDGEPORT, 1218, 52, 30, 3, 186, 10, 934, 3
609981, HEARST, Network 10, District, Traditional, GARFIELD RIDGE, 308, 4, 98, 1, 202, 1, 2, 0
