School ID, School Name, Network, Governance, School Type, Community Area, Total, White, African American, Native American or Alaskan, Hispanic, Multi-Racial, Asian, Hawaiian or Pacific Islander
609978, SMITH, Network 13, District, Traditional, PULLMAN, 311, 1, 299, 1, 8, 2, 0, 0
610179, SMYSER, Network 1, District, Traditional, PORTAGE PARK, 746, 181, 20, 5, 488, 4, 41, 1
610180, SMYTH, Network 6, District, Traditional, NEAR WEST SIDE, 384, 2, 364, 0, 15, 3, 0, 0
610383, SOCIAL JUSTICE HS, Network 15, District, Traditional, SOUTH LAWNDALE, 287, 1, 36, 0, 249, 0, 1, 0
610182, SOLOMON, Network 1, District, Traditional, NORTH PARK, 343, 139, 21, 1, 63, 7, 112, 0
610543, SOLORIO HS, AUSL, District, Traditional, GAGE PARK, 1226, 11, 13, 3, 1191, 3, 5, 0
610589, SOR JUANA, Network 8, District, Traditional, WEST ELSDON, 395, 22, 12, 1, 356, 0, 2, 0
609990, SOUTH LOOP, ISP, District, Traditional, NEAR SOUTH SIDE, 795, 237, 302, 6, 88, 61, 100, 1
610530, SOUTH SHORE ES, Network 12, District, Traditional, SOUTH SHORE, 253, 0, 239, 1, 9, 2, 0, 0
610547, SOUTH SHORE INTL HS, Network 17, District, Traditional, SOUTH SHORE, 512, 0, 490, 1, 16, 1, 1, 0
609745, SOUTHSIDE HS, ISP, District, Specialty, WEST ENGLEWOOD, 361, 13, 220, 0, 127, 1, 0, 0
610183, SPENCER, Network 3, District, Traditional, AUSTIN, 384, 4, 359, 0, 14, 0, 0, 0
610184, SPRY ES, Network 7, District, Traditional, SOUTH LAWNDALE, 292, 3, 7, 0, 280, 0, 1, 0
610357, SPRY HS, Network 16, District, Traditional, SOUTH LAWNDALE, 73, 0, 0, 1, 72, 0, 0, 0
610339, STAGG, Network 11, District, Traditional, ENGLEWOOD, 386, 0, 359, 1, 21, 1, 4, 0
609732, STEINMETZ HS, Network 14, District, Traditional, BELMONT CRAGIN, 1130, 62, 192, 5, 854, 1, 12, 4
610548, STEM, ISP, District, Traditional, NEAR WEST SIDE, 400, 27, 142, 1, 83, 14, 131, 1
610185, STEVENSON, Network 10, District, Traditional, ASHBURN, 1116, 32, 59, 3, 1008, 7, 6, 1
610163, STOCK, Network 1, District, Early Childhood, EDISON PARK, 236, 145, 2, 0, 61, 7, 17, 0
610191, STONE, Network 2, District, Traditional, WEST RIDGE, 555, 133, 136, 3, 68, 29, 185, 1
610192, STOWE, Network 5, District, Traditional, HUMBOLDT PARK, 555, 10, 51, 1, 486, 4, 3, 0
610405, SUDER, Network 6, District, Traditional, NEAR WEST SIDE, 450, 85, 231, 1, 88, 25, 16, 4
609733, SULLIVAN HS, Network 14, District, Traditional, ROGERS PARK, 661, 77, 218, 2, 248, 15, 62, 0
610194, SUMNER, Network 5, District, Traditional, WEST GARFIELD PARK, 203, 1, 201, 0, 1, 0, 0, 0
610195, SUTHERLAND, Network 10, District, Traditional, BEVERLY, 575, 179, 300, 2, 68, 24, 2, 0
610196, SWIFT, Network 2, District, Traditional, EDGEWATER, 543, 86, 135, 3, 157, 16, 146, 0
609734, TAFT HS, Network 14, District, Traditional, NORWOOD PARK, 4344, 1831, 130, 14, 1894, 78, 297, 30
610197, TALCOTT, Network 6, District, Traditional, WEST TOWN, 437, 39, 28, 2, 357, 8, 3, 0
610249, TALMAN, ISP, District, Traditional, GAGE PARK, 343, 5, 5, 1, 330, 1, 1, 0
610279, TANNER, Network 12, District, Traditional, GREATER GRAND CROSSING, 300, 0, 289, 0, 10, 1, 0, 0
610396, TARKINGTON, AUSL, District, Traditional, CHICAGO LAWN, 868, 5, 168, 3, 685, 3, 4, 0
610198, TAYLOR, Network 13, District, Traditional, EAST SIDE, 339, 26, 29, 2, 282, 0, 0, 0
609921, TELPOCHCALLI, Network 7, District, Traditional, SOUTH LAWNDALE, 219, 13, 6, 0, 199, 1, 0, 0
610504, THOMAS, ISP, District, Early Childhood, MCKINLEY PARK, 129, 4, 6, 1, 102, 6, 10, 0
610200, THORP J, Network 12, District, Traditional, SOUTH CHICAGO, 275, 2, 221, 1, 50, 1, 0, 0
610201, THORP O, ISP, District, Traditional, DUNNING, 785, 241, 49, 2, 434, 27, 28, 3
609735, TILDEN HS, Network 16, District, Traditional, NEW CITY, 217, 20, 88, 0, 99, 2, 2, 1
610065, TILL, Network 9, District, Traditional, WOODLAWN, 307, 0, 288, 0, 17, 2, 0, 0
610202, TILTON, Network 5, District, Traditional, WEST GARFIELD PARK, 232, 2, 212, 0, 18, 0, 0, 0
610203, TONTI, Network 8, District, Traditional, GAGE PARK, 802, 7, 20, 6, 769, 0, 0, 0
609773, TUBMAN, Network 4, District, Traditional, LAKE VIEW, 295, 118, 58, 1, 82, 18, 18, 0
609895, TURNER-DREW, ISP, District, Traditional, ROSELAND, 199, 0, 194, 0, 4, 0, 0, 0
610206, TWAIN, Network 10, District, Traditional, GARFIELD RIDGE, 930, 81, 16, 0, 824, 1, 7, 1
610394, UPLIFT HS, Network 14, District, Traditional, UPTOWN, 107, 9, 61, 0, 27, 1, 9, 0
610207, VANDERPOEL, Network 10, District, Traditional, BEVERLY, 243, 0, 238, 0, 3, 2, 0, 0
609766, VAUGHN HS, Network 14, District, Specialty, PORTAGE PARK, 200, 37, 32, 0, 123, 1, 5, 1
609871, VICK, Network 10, District, Early Childhood, MORGAN PARK, 320, 120, 50, 0, 134, 11, 0, 0
610209, VOLTA, Network 1, District, Traditional, ALBANY PARK, 695, 45, 33, 1, 456, 6, 153, 0
610039, VON LINNE, Network 4, District, Traditional, AVONDALE, 619, 102, 23, 3, 453, 23, 8, 6
609737, VON STEUBEN HS, Network 14, District, Traditional, NORTH PARK, 1647, 270, 166, 8, 910, 24, 253, 16
610366, WACKER, ISP, District, Traditional, WASHINGTON HEIGHTS, 219, 0, 215, 0, 4, 0, 0, 0
610213, WADSWORTH, Network 9, District, Traditional, WOODLAWN, 466, 2, 440, 0, 15, 3, 0, 0
610216, WALSH, Network 7, District, Traditional, LOWER WEST SIDE, 238, 6, 46, 0, 167, 5, 14, 0
610217, WARD J, ISP, District, Traditional, ARMOUR SQUARE, 516, 27, 36, 1, 49, 3, 400, 0
610133, WARD L, Network 5, District, Traditional, HUMBOLDT PARK, 249, 0, 209, 0, 39, 0, 0, 1
610218, WARREN, Network 12, District, Traditional, CALUMET HEIGHTS, 242, 0, 240, 0, 2, 0, 0, 0
610219, WASHINGTON G ES, Network 13, District, Traditional, EAST SIDE, 638, 31, 29, 1, 572, 1, 4, 0
610124, WASHINGTON H ES, Network 12, District, Traditional, BURNSIDE, 248, 0, 235, 0, 10, 2, 0, 1
609739, WASHINGTON HS, Network 17, District, Traditional, EAST SIDE, 1496, 53, 107, 8, 1316, 8, 1, 2
610220, WATERS, Network 2, District, Traditional, LINCOLN SQUARE, 616, 363, 12, 1, 151, 56, 28, 1
610221, WEBSTER, Network 5, District, Traditional, WEST GARFIELD PARK, 213, 0, 210, 1, 1, 1, 0, 0
610110, WELLS ES, Network 9, District, Traditional, DOUGLAS, 287, 0, 244, 0, 6, 1, 0, 0
609740, WELLS HS, Network 15, District, Traditional, WEST TOWN, 313, 46, 147, 0, 113, 6, 1, 0
610223, WENTWORTH, Network 11, District, Traditional, WEST ENGLEWOOD, 403, 2, 369, 0, 32, 0, 0, 0
610100, WEST PARK, Network 5, District, Traditional, HUMBOLDT PARK, 459, 13, 73, 2, 370, 0, 1, 0
610542, WEST RIDGE, ISP, District, Traditional, WEST RIDGE, 610, 206, 74, 1, 130, 10, 189, 0
610300, WESTCOTT, Network 11, District, Traditional, CHATHAM, 415, 1, 401, 1, 12, 0, 0, 0
609693, WESTINGHOUSE HS, Network 15, District, Traditional, HUMBOLDT PARK, 1206, 29, 556, 4, 507, 18, 84, 5
610225, WHISTLER, Network 13, District, Traditional, WEST PULLMAN, 268, 1, 237, 0, 2, 4, 0, 0
610315, WHITE, Network 13, District, Traditional, WEST PULLMAN, 116, 0, 113, 0, 3, 0, 0, 0
610227, WHITNEY, Network 7, District, Traditional, SOUTH LAWNDALE, 595, 5, 1, 0, 589, 0, 0, 0
610228, WHITTIER, Network 7, District, Traditional, LOWER WEST SIDE, 165, 5, 3, 0, 157, 0, 0, 0
610230, WILDWOOD, Network 1, District, Traditional, FOREST GLEN, 467, 277, 20, 0, 95, 35, 40, 0
610380, WILLIAMS HS, Network 17, District, Traditional, GRAND BOULEVARD, 72, 0, 70, 0, 1, 1, 0, 0
609977, WOODLAWN, Network 9, District, Traditional, WOODLAWN, 181, 0, 181, 0, 0, 0, 0, 0
610345, WOODSON, Network 9, District, Traditional, GRAND BOULEVARD, 290, 0, 281, 0, 6, 2, 1, 0
610392, WORLD LANGUAGE HS, Network 15, District, Traditional, SOUTH LAWNDALE, 344, 2, 5, 0, 336, 0, 0, 0
610234, YATES, Network 5, District, Traditional, LOGAN SQUARE, 273, 13, 65, 1, 189, 3, 2, 0
609748, YORK HS, Network 16, District, Options, SOUTH LAWNDALE, 163, 0, 127, 0, 36, 0, 0, 0
610235, YOUNG ES, Network 3, District, Traditional, AUSTIN, 476, 1, 384, 0, 86, 0, 0, 5
609755, YOUNG HS, Network 15, District, Traditional, NEAR WEST SIDE, 2152, 541, 369, 7, 615, 82, 520, 18
609973, ZAPATA, Network 7, District, Traditional, SOUTH LAWNDALE, 514, 2, 0, 0, 512, 0, 0, 0
400153, ACERO - BRIGHTON PARK, Charter, Charter, Traditional, BRIGHTON PARK, 533, 1, 5, 0, 527, 0, 0, 0
400101, ACERO - CISNEROS, Charter, Charter, Traditional, BRIGHTON PARK, 417, 5, 1, 0, 411, 0, 0, 0
400120, ACERO - CLEMENTE, Charter, Charter, Traditional, BELMONT CRAGIN, 456, 1, 31, 0, 423, 1, 0, 0
400121, ACERO - DE LA CRUZ, Charter, Charter, Traditional, WEST RIDGE, 513, 9, 256, 2, 232, 11, 3, 0
400081, ACERO - DE LAS CASAS, Charter, Charter, Traditional, LOWER WEST SIDE, 244, 0, 3, 0, 240, 0, 1, 0
400082, ACERO - FUENTES, Charter, Charter, Traditional, AVONDALE, 402, 2, 5, 0, 394, 0, 0, 1
400085, ACERO - GARCIA HS, Charter, Charter, Traditional, ARCHER HEIGHTS, 646, 10, 8, 2, 624, 1, 1, 0
400112, ACERO - IDAR, Charter, Charter, Traditional, GAGE PARK, 521, 5, 2, 0, 514, 0, 0, 0
400089, ACERO - MARQUEZ, Charter, Charter, Traditional, BRIGHTON PARK, 526, 2, 3, 1, 520, 0, 0, 0
400083, ACERO - PAZ, Charter, Charter, Traditional, SOUTH LAWNDALE, 173, 2, 9, 0, 161, 1, 0, 0
400114, ACERO - SANTIAGO, Charter, Charter, Traditional, WEST TOWN, 221, 4, 11, 0, 204, 0, 1, 0
400149, ACERO - SOTO HS, Charter, Charter, Traditional, GAGE PARK, 562, 3, 3, 1, 555, 0, 0, 0
400084, ACERO - TAMAYO, Charter, Charter, Traditional, GAGE PARK, 270, 0, 2, 2, 266, 0, 0, 0
400080, ACERO - TORRES, Charter, Charter, Traditional, ARCHER HEIGHTS, 530, 2, 6, 0, 521, 1, 0, 0
400079, ACERO - ZIZUMBO, Charter, Charter, Traditional, ARCHER HEIGHTS, 552, 10, 2, 0, 535, 0, 3, 0
400060, AHS - PASSAGES, Charter, Charter, Traditional, EDGEWATER, 309, 20, 141, 0, 49, 19, 79, 1
400181, ART IN MOTION, Charter, Charter, Traditional, SOUTH SHORE, 559, 0, 522, 1, 21, 4, 0, 0
400172, ASPIRA - BUSINESS & FINANCE HS, Charter, Charter, Traditional, AVONDALE, 494, 7, 15, 3, 466, 1, 0, 1
400013, ASPIRA - EARLY COLLEGE HS, Charter, Charter, Traditional, AVONDALE, 262, 0, 9, 0, 253, 0, 0, 0
400017, ASPIRA - HAUGAN, Charter, Charter, Traditional, ALBANY PARK, 103, 1, 8, 0, 89, 1, 4, 0
400021, CATALYST - CIRCLE ROCK, Charter, Charter, Traditional, AUSTIN, 519, 0, 508, 1, 8, 1, 1, 0
400115, CATALYST - MARIA, Charter, Charter, Traditional, CHICAGO LAWN, 556, 12, 275, 0, 262, 4, 0, 0
400182, CATALYST - MARIA (HS), Charter, Charter, Traditional, CHICAGO LAWN, 552, 5, 194, 1, 350, 2, 0, 0
400161, CHICAGO COLLEGIATE, Charter, Charter, Traditional, WEST PULLMAN, 255, 1, 249, 1, 4, 0, 0, 0
400035, CHICAGO MATH & SCIENCE HS, Charter, Charter, Traditional, ROGERS PARK, 601, 45, 245, 2, 233, 11, 64, 1
400159, CHRISTOPHER HOUSE, Charter, Charter, Traditional, BELMONT CRAGIN, 450, 5, 10, 1, 431, 0, 0, 1
400023, CICS - AVALON/SOUTH SHORE, Charter, Charter, Traditional, AVALON PARK, 457, 0, 449, 0, 6, 1, 1, 0
400024, CICS - BASIL, Charter, Charter, Traditional, NEW CITY, 479, 3, 355, 1, 102, 1, 0, 0
400092, CICS - BOND, Charter, Charter, Traditional, RIVERDALE, 253, 0, 238, 0, 4, 0, 0, 0
400025, CICS - BUCKTOWN, Charter, Charter, Traditional, LOGAN SQUARE, 630, 16, 121, 4, 476, 11, 1, 0
400032, CICS - ELLISON HS, Charter, Charter, Traditional, AUBURN GRESHAM, 205, 0, 196, 0, 7, 1, 0, 0
400027, CICS - IRVING PARK, Charter, Charter, Traditional, IRVING PARK, 532, 61, 33, 3, 398, 11, 23, 3
400033, CICS - LONGWOOD, Charter, Charter, Traditional, WASHINGTON HEIGHTS, 1240, 0, 1223, 3, 7, 5, 0, 0
400026, CICS - LOOMIS, Charter, Charter, Traditional, WASHINGTON HEIGHTS, 356, 0, 346, 0, 2, 2, 0, 0
400034, CICS - NORTHTOWN HS, Charter, Charter, Traditional, NORTH PARK, 882, 139, 60, 3, 543, 6, 124, 7
400028, CICS - PRAIRIE, Charter, Charter, Traditional, WEST PULLMAN, 399, 2, 262, 1, 134, 0, 0, 0
400029, CICS - WASHINGTON PARK, Charter, Charter, Traditional, WASHINGTON PARK, 495, 0, 476, 1, 8, 1, 0, 0
400030, CICS - WEST BELDEN, Charter, Charter, Traditional, BELMONT CRAGIN, 548, 4, 41, 0, 498, 4, 1, 0
400031, CICS - WRIGHTWOOD, Charter, Charter, Traditional, ASHBURN, 643, 5, 581, 4, 19, 2, 0, 0
400094, EPIC HS, Charter, Charter, Traditional, SOUTH CHICAGO, 330, 2, 186, 1, 130, 1, 0, 0
400039, ERIE, Charter, Charter, Traditional, WEST TOWN, 380, 9, 61, 0, 302, 8, 0, 0
400009, GLOBAL CITIZENSHIP, Charter, Charter, Traditional, GARFIELD RIDGE, 462, 15, 7, 2, 431, 1, 0, 2
400168, GREAT LAKES, Charter, Charter, Traditional, SOUTH CHICAGO, 526, 0, 474, 1, 49, 2, 0, 0
400167, HORIZON - SOUTHWEST, Charter, Charter, Traditional, GAGE PARK, 739, 11, 204, 0, 523, 1, 0, 0
400104, INSTITUTO - HEALTH, Charter, Charter, Traditional, LOWER WEST SIDE, 631, 5, 23, 2, 600, 0, 0, 1
400164, INSTITUTO - JUSTICE HS, Options, Charter, Options, LOWER WEST SIDE, 92, 1, 1, 1, 89, 0, 0, 0
400162, INTRINSIC HS, Charter, Charter, Traditional, IRVING PARK, 990, 33, 34, 1, 917, 3, 2, 0
400146, KIPP - ACADEMY, Charter, Charter, Traditional, AUSTIN, 619, 2, 561, 1, 18, 2, 0, 1
400044, KIPP - ASCEND, Charter, Charter, Traditional, NORTH LAWNDALE, 944, 2, 886, 2, 49, 5, 0, 0
400163, KIPP - BLOOM, Charter, Charter, Traditional, ENGLEWOOD, 865, 2, 809, 4, 25, 4, 0, 0
400180, KIPP - ONE, Charter, Charter, Traditional, HUMBOLDT PARK, 1003, 4, 628, 1, 367, 2, 0, 1
400151, LEARN - 7, Charter, Charter, Traditional, EAST GARFIELD PARK, 179, 0, 170, 1, 6, 2, 0, 0
400046, LEARN - BUTLER, Charter, Charter, Traditional, NORTH LAWNDALE, 515, 0, 486, 0, 9, 0, 0, 0
400047, LEARN - CAMPBELL, Charter, Charter, Traditional, EAST GARFIELD PARK, 369, 0, 359, 0, 9, 1, 0, 0
400048, LEARN - EXCEL, Charter, Charter, Traditional, EAST GARFIELD PARK, 376, 0, 353, 0, 12, 2, 0, 0
400165, LEARN - MIDDLE, Charter, Charter, Traditional, EAST GARFIELD PARK, 282, 0, 270, 0, 12, 0, 0, 0
400111, LEARN - PERKINS, Charter, Charter, Traditional, AUBURN GRESHAM, 476, 1, 466, 0, 7, 1, 0, 0
400107, LEARN - SOUTH CHICAGO, Charter, Charter, Traditional, SOUTH CHICAGO, 416, 1, 372, 1, 38, 0, 0, 1
400049, LEGACY, Charter, Charter, Traditional, NORTH LAWNDALE, 455, 3, 426, 1, 22, 2, 1, 0
400119, LEGAL PREP HS, Charter, Charter, Traditional, WEST GARFIELD PARK, 262, 0, 255, 0, 6, 1, 0, 0
400011, LOCKE A, Charter, Charter, Traditional, EAST GARFIELD PARK, 323, 0, 318, 0, 4, 0, 0, 0
400116, MONTESSORI ENGLEWOOD, Charter, Charter, Traditional, WEST ENGLEWOOD, 330, 4, 275, 0, 50, 1, 0, 0
400178, MOVING EVEREST, Charter, Charter, Traditional, AUSTIN, 781, 0, 744, 0, 33, 1, 0, 0
400050, NAMASTE, Charter, Charter, Traditional, MCKINLEY PARK, 422, 23, 14, 0, 376, 7, 2, 0
400058, NLCP - CHRISTIANA HS, Charter, Charter, Traditional, NORTH LAWNDALE, 323, 0, 318, 0, 4, 1, 0, 0
400059, NLCP - COLLINS HS, Charter, Charter, Traditional, NORTH LAWNDALE, 432, 1, 419, 1, 8, 0, 0, 0
400170, NOBLE - ACADEMY HS, Charter, Charter, Traditional, NEAR NORTH SIDE, 593, 7, 252, 1, 302, 9, 19, 0
400157, NOBLE - BAKER HS, Charter, Charter, Traditional, SOUTH CHICAGO, 273, 0, 222, 0, 45, 3, 1, 0
400097, NOBLE - BULLS HS, Charter, Charter, Traditional, NEAR WEST SIDE, 1178, 8, 469, 5, 691, 3, 2, 0
400156, NOBLE - BUTLER HS, Charter, Charter, Traditional, PULLMAN, 652, 1, 607, 0, 42, 2, 0, 0
400052, NOBLE - COMER, Charter, Charter, Traditional, GREATER GRAND CROSSING, 1040, 1, 999, 1, 23, 14, 0, 0
400118, NOBLE - DRW HS, Charter, Charter, Traditional, NORTH LAWNDALE, 353, 1, 345, 1, 6, 0, 0, 0
400053, NOBLE - GOLDER HS, Charter, Charter, Traditional, WEST TOWN, 638, 12, 143, 2, 473, 4, 2, 1
400117, NOBLE - HANSBERRY HS, Charter, Charter, Traditional, AUBURN GRESHAM, 500, 2, 486, 0, 6, 5, 0, 0
400169, NOBLE - ITW SPEER HS, Charter, Charter, Traditional, BELMONT CRAGIN, 1111, 10, 114, 2, 980, 0, 4, 0
400106, NOBLE - JOHNSON HS, Charter, Charter, Traditional, ENGLEWOOD, 476, 1, 450, 0, 21, 1, 0, 1
400179, NOBLE - MANSUETO HS, Charter, Charter, Traditional, BRIGHTON PARK, 1045, 7, 12, 0, 1023, 0, 3, 0
400098, NOBLE - MUCHIN HS, Charter, Charter, Traditional, LOOP, 861, 8, 307, 3, 498, 1, 42, 1
400051, NOBLE - NOBLE HS, Charter, Charter, Traditional, WEST TOWN, 662, 9, 100, 1, 532, 6, 12, 0
400054, NOBLE - PRITZKER HS, Charter, Charter, Traditional, HERMOSA, 969, 11, 46, 2, 903, 2, 5, 0
400055, NOBLE - RAUNER HS, Charter, Charter, Traditional, WEST TOWN, 666, 21, 144, 3, 494, 3, 1, 0
400056, NOBLE - ROWE CLARK HS, Charter, Charter, Traditional, HUMBOLDT PARK, 397, 0, 336, 0, 58, 3, 0, 0
400057, NOBLE - UIC HS, Charter, Charter, Traditional, NEAR WEST SIDE, 903, 12, 332, 0, 522, 1, 30, 1
400064, PERSPECTIVES - JOSLIN HS, Charter, Charter, Traditional, NEAR SOUTH SIDE, 380, 2, 360, 1, 10, 2, 4, 0
400061, PERSPECTIVES - LEADERSHIP HS, Charter, Charter, Traditional, CHATHAM, 707, 3, 696, 0, 5, 2, 1, 0
400066, PERSPECTIVES - MATH & SCI HS, Charter, Charter, Traditional, DOUGLAS, 413, 2, 397, 1, 7, 0, 1, 0
400062, PERSPECTIVES - TECH HS, Charter, Charter, Traditional, CHATHAM, 361, 0, 353, 0, 5, 1, 1, 0
400069, POLARIS, Charter, Charter, Traditional, HUMBOLDT PARK, 381, 2, 346, 0, 31, 1, 0, 0
400071, PROVIDENCE ENGLEWOOD, Charter, Charter, Traditional, WEST ENGLEWOOD, 429, 2, 413, 0, 11, 0, 0, 1
400096, ROWE, Charter, Charter, Traditional, WEST TOWN, 758, 11, 174, 1, 531, 4, 0, 0
400075, U OF C - DONOGHUE, Charter, Charter, Traditional, OAKLAND, 452, 1, 436, 2, 12, 1, 0, 0
400076, U OF C - NKO, Charter, Charter, Traditional, KENWOOD, 298, 6, 284, 1, 4, 3, 0, 0
400077, U OF C - WOODLAWN HS, Charter, Charter, Traditional, WOODLAWN, 578, 0, 571, 0, 6, 0, 0, 0
400105, URBAN PREP - BRONZEVILLE HS, Charter, Charter, Traditional, DOUGLAS, 222, 0, 217, 0, 3, 2, 0, 0
400086, URBAN PREP - ENGLEWOOD HS, Charter, Charter, Traditional, ENGLEWOOD, 161, 2, 155, 0, 2, 0, 0, 0
400125, YCCS - ASPIRA PANTOJA, Options, Charter, Options, AVONDALE, 192, 6, 17, 0, 169, 0, 0, 0
400126, YCCS - ASSOCIATION HOUSE, Options, Charter, Options, HUMBOLDT PARK, 83, 2, 27, 1, 47, 1, 0, 2
400131, YCCS - CAMPOS, Options, Charter, Options, WEST TOWN, 115, 2, 30, 0, 81, 1, 0, 0
400128, YCCS - CCA ACADEMY, Options, Charter, Options, NORTH LAWNDALE, 119, 1, 113, 0, 3, 2, 0, 0
400150, YCCS - CHATHAM, Options, Charter, Options, CHATHAM, 124, 0, 119, 0, 5, 0, 0, 0
400133, YCCS - INNOVATIONS, Options, Charter, Options, LOOP, 509, 8, 466, 0, 32, 2, 0, 0
400135, YCCS - LATINO YOUTH, Options, Charter, Options, SOUTH LAWNDALE, 157, 2, 5, 0, 148, 0, 1, 0
400124, YCCS - MCKINLEY, Options, Charter, Options, DOUGLAS, 89, 0, 84, 0, 5, 0, 0, 0
400136, YCCS - OLIVE HARVEY, Options, Charter, Options, PULLMAN, 111, 1, 80, 0, 26, 1, 0, 0
400129, YCCS - PROGRESSIVE LEADERSHIP, Options, Charter, Options, GREATER GRAND CROSSING, 142, 0, 138, 0, 4, 0, 0, 0
400123, YCCS - SCHOLASTIC ACHIEVEMENT, Options, Charter, Options, AUSTIN, 129, 1, 119, 0, 8, 1, 0, 0
400139, YCCS - SULLIVAN, Options, Charter, Options, AVALON PARK, 301, 1, 276, 0, 21, 3, 0, 0
400141, YCCS - TRUMAN, Options, Charter, Options, UPTOWN, 178, 9, 43, 4, 101, 4, 16, 0
400144, YCCS - WEST, Options, Charter, Options, AUSTIN, 78, 0, 65, 0, 12, 1, 0, 0
400143, YCCS - WEST TOWN, Options, Charter, Options, HUMBOLDT PARK, 96, 1, 66, 1, 23, 0, 1, 0
400145, YCCS - YOUTH CONNECTION, Options, Charter, Options, LOWER WEST SIDE, 116, 2, 95, 1, 17, 0, 0, 0
400130, YCCS - YOUTH DEVELOPMENT, Options, Charter, Options, AUBURN GRESHAM, 86, 0, 82, 0, 3, 1, 0, 0
400022, CHIARTS HS, Contract, Contract, Traditional, WEST TOWN, 599, 98, 202, 3, 235, 11, 7, 2
400147, CHICAGO EXCEL HS, Options, Contract, Options, MORGAN PARK, 225, 1, 217, 0, 6, 1, 0, 0
400091, CHICAGO TECH HS, Contract, Contract, Traditional, NEAR WEST SIDE, 424, 4, 355, 0, 59, 3, 0, 2
610565, EXCEL ENGLEWOOD HS, Options, Contract, Options, ENGLEWOOD, 212, 1, 204, 1, 6, 0, 0, 0
400175, EXCEL SOUTH SHORE HS, Options, Contract, Options, SOUTH SHORE, 222, 4, 165, 0, 49, 3, 0, 0
400176, EXCEL SOUTHWEST HS, Options, Contract, Options, CHICAGO LAWN, 125, 2, 89, 0, 32, 0, 0, 2
400043, HOPE LEARNING ACADEMY, Contract, Contract, Traditional, NEAR WEST SIDE, 241, 1, 224, 0, 15, 1, 0, 0
400137, LITTLE BLACK PEARL HS, Options, Contract, Options, KENWOOD, 83, 0, 79, 0, 3, 0, 0, 0
400068, PLATO, Contract, Contract, Traditional, AUSTIN, 175, 0, 173, 0, 2, 0, 0, 0
610572, SAFE ACHIEVE ES, Options, Safe, Options, SOUTH SHORE, 2, 0, 2, 0, 0, 0, 0, 0
610573, SAFE ACHIEVE HS, Options, Safe, Options, SOUTH SHORE, 34, 0, 32, 0, 2, 0, 0, 0
610569, OMBUDSMAN - NORTHWEST HS, Options, ALOP, Options, EDISON PARK, 133, 22, 16, 2, 74, 2, 16, 1
610593, OMBUDSMAN - ROSELAND HS, Options, ALOP, Options, MORGAN PARK, 140, 0, 132, 0, 7, 1, 0, 0
610570, OMBUDSMAN - SOUTH HS, Options, ALOP, Options, CHICAGO LAWN, 231, 2, 100, 1, 128, 0, 0, 0
610571, OMBUDSMAN - WEST HS, Options, ALOP, Options, NEAR WEST SIDE, 116, 1, 94, 0, 19, 1, 1, 0
610557, PATHWAYS - ASHBURN HS, Options, ALOP, Options, ASHBURN, 259, 19, 92, 0, 146, 1, 0, 0
610568, PATHWAYS - AVONDALE HS, Options, ALOP, Options, AVONDALE, 305, 25, 36, 0, 234, 5, 5, 0
400173, PATHWAYS - BRIGHTON PARK HS, Options, ALOP, Options, BRIGHTON PARK, 418, 9, 18, 4, 385, 0, 2, 0
610594, PATHWAYS - HUMBOLDT PARK HS, Options, ALOP, Options, WEST TOWN, 150, 6, 53, 0, 90, 0, 1, 0
